City,Date,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Temperature,Humidity,WindSpeed,WindDirection,Rain,month,day_of_week,day_of_year
Delhi,2015-09-25,75.1,396.0,115.0,65.1,188.6,39.1,5.04,59.5,132.4,10.73,16.92,0.63,283.9,Very Poor,26.195833333333336,69.45833333333333,3.0716666666666668,282.375,0.2,9,4,268
Delhi,2015-09-26,150.9,179.5,162.3,86.7,236.6,26.3,5.3,99.3,193.0,16.3,1.61,9.85,96.4,Very Poor,26.825,67.95833333333333,2.34375,281.2083333333333,0.0,9,5,269
Delhi,2015-09-27,107.4,7.4,86.0,129.0,150.5,20.4,2.47,82.1,28.2,1.96,13.95,3.84,366.6,Moderate,27.6125,65.625,2.0870833333333336,292.3333333333333,0.0,9,6,270
Delhi,2015-09-28,391.2,12.6,84.9,41.5,143.7,10.8,1.98,68.4,162.7,16.61,28.67,3.96,197.3,Moderate,26.575,66.41666666666667,2.22125,320.7916666666667,0.0,9,0,271
Delhi,2015-09-29,102.3,117.7,130.5,106.0,73.4,37.0,9.49,29.1,49.8,7.61,6.1,7.6,26.8,Severe,26.28333333333333,63.916666666666664,2.5616666666666665,326.25,0.0,9,1,272
Delhi,2015-09-30,116.5,50.6,166.3,61.8,137.7,42.1,10.0,23.6,3.4,8.07,21.88,8.69,186.2,Satisfactory,26.287499999999998,57.333333333333336,2.97,321.4583333333333,0.0,9,2,273
Delhi,2015-10-01,120.8,581.9,5.9,129.4,214.2,3.9,5.35,46.4,17.4,2.73,9.6,4.66,109.1,Poor,26.079166666666666,60.625,2.106666666666667,322.7916666666667,0.0,10,3,274
Delhi,2015-10-02,358.0,293.5,84.2,83.8,58.7,39.7,5.11,64.5,119.7,3.87,1.39,4.48,203.4,Satisfactory,26.429166666666664,57.0,2.4233333333333333,313.6666666666667,0.0,10,4,275
Delhi,2015-10-03,8.3,273.9,149.1,136.1,61.6,9.1,2.21,63.7,25.4,17.1,11.98,5.34,365.3,Poor,27.3625,57.458333333333336,2.3279166666666664,248.66666666666666,0.0,10,5,276
Delhi,2015-10-04,14.6,272.6,117.3,100.7,75.1,5.9,7.95,73.6,142.6,6.4,10.32,6.66,293.0,Poor,27.979166666666668,56.541666666666664,1.8070833333333332,163.45833333333334,0.0,10,6,277
Delhi,2015-10-05,37.6,542.5,32.2,94.4,231.5,11.3,0.69,68.3,17.9,19.97,8.51,1.95,49.3,Very Poor,28.4875,53.458333333333336,1.5591666666666668,217.29166666666666,0.0,10,0,278
Delhi,2015-10-06,197.6,458.2,132.2,113.8,201.0,31.0,5.98,65.3,71.5,17.09,24.62,7.22,392.2,Moderate,28.520833333333332,53.041666666666664,1.8583333333333334,244.79166666666666,0.0,10,1,279
Delhi,2015-10-07,448.9,40.3,88.0,23.7,129.1,8.4,4.38,63.6,17.0,0.7,6.29,6.67,379.0,Severe,28.295833333333334,55.25,2.19875,264.0,0.0,10,2,280
Delhi,2015-10-08,131.7,580.9,79.9,98.8,18.0,5.4,4.84,81.7,173.6,7.81,2.77,3.92,359.2,Severe,28.333333333333332,54.125,2.5704166666666666,308.7083333333333,0.0,10,3,281
Delhi,2015-10-09,489.1,428.2,157.6,119.4,69.1,22.6,4.58,76.6,114.7,13.57,22.7,9.99,224.9,Satisfactory,28.270833333333332,50.583333333333336,2.37125,274.3333333333333,0.0,10,4,282
Delhi,2015-10-10,482.7,235.3,16.6,34.5,75.0,36.4,8.8,44.4,163.6,3.56,9.92,3.57,102.4,Poor,28.15833333333333,42.625,2.35125,250.58333333333334,0.0,10,5,283
Delhi,2015-10-11,156.0,349.6,181.4,139.1,134.9,34.6,3.7,26.2,134.5,10.42,27.08,3.38,179.7,Severe,27.974999999999998,47.75,2.16625,231.04166666666666,0.0,10,6,284
Delhi,2015-10-12,33.1,163.1,68.1,112.6,142.4,15.1,4.85,53.3,193.6,11.82,22.46,4.03,21.1,Poor,27.554166666666664,53.666666666666664,1.8733333333333333,163.375,0.0,10,0,285
Delhi,2015-10-13,453.7,272.2,62.1,41.5,65.1,48.0,4.51,66.2,185.3,17.7,25.04,1.45,241.2,Very Poor,27.254166666666666,68.83333333333333,3.0391666666666666,106.0,0.4,10,1,286
Delhi,2015-10-14,174.5,437.6,31.7,3.4,76.7,21.2,3.77,41.7,109.6,7.8,12.3,6.44,191.2,Satisfactory,26.304166666666664,73.91666666666667,2.348333333333333,105.25,5.6,10,2,287
Delhi,2015-10-15,361.0,89.6,117.9,67.5,195.9,47.2,5.2,33.9,40.3,16.84,21.64,9.96,470.1,Severe,26.3875,70.79166666666667,1.7766666666666666,120.0,0.2,10,3,288
Delhi,2015-10-16,72.1,397.9,76.2,71.3,81.8,13.0,2.88,31.6,106.7,9.79,3.52,9.12,37.3,Poor,26.754166666666666,68.875,1.59875,155.29166666666666,0.0,10,4,289
Delhi,2015-10-17,187.7,175.0,99.4,115.2,28.9,11.5,4.52,39.6,157.8,5.67,25.12,8.22,30.3,Satisfactory,27.1875,65.79166666666667,1.8949999999999998,197.20833333333334,0.0,10,5,290
Delhi,2015-10-18,317.0,4.9,141.1,87.9,137.4,20.1,0.5,81.4,146.1,18.28,27.08,6.64,280.5,Moderate,27.71666666666667,63.375,1.36,182.83333333333334,0.0,10,6,291
Delhi,2015-10-19,49.1,366.2,173.4,15.3,203.4,19.1,4.02,9.2,124.1,17.88,25.93,9.71,57.5,Very Poor,27.558333333333334,64.125,1.8308333333333333,240.66666666666666,0.6,10,0,292
Delhi,2015-10-20,266.4,220.7,183.3,135.0,154.1,28.4,1.96,16.7,89.7,3.72,16.9,1.47,224.3,Moderate,27.375,55.375,1.9920833333333334,282.0833333333333,0.2,10,1,293
Delhi,2015-10-21,370.4,584.1,58.6,65.8,180.8,24.2,2.08,83.4,23.2,18.65,25.54,1.41,45.7,Severe,26.054166666666664,53.083333333333336,2.151666666666667,268.7916666666667,0.0,10,2,294
Delhi,2015-10-22,435.4,427.8,76.3,99.4,97.9,24.5,1.52,23.2,135.6,0.56,1.83,9.88,195.3,Very Poor,24.724999999999998,48.083333333333336,2.5716666666666668,320.6666666666667,0.0,10,3,295
Delhi,2015-10-23,492.2,276.0,17.8,32.1,83.9,39.2,3.61,69.2,178.8,0.99,14.6,3.29,294.0,Satisfactory,24.175,49.458333333333336,2.4616666666666664,301.5833333333333,0.0,10,4,296
Delhi,2015-10-24,424.2,419.6,114.5,41.5,118.1,39.6,0.43,75.0,62.7,16.99,29.25,3.82,314.4,Satisfactory,24.875,51.583333333333336,1.4925,258.2083333333333,0.0,10,5,297
Delhi,2015-10-25,48.5,280.5,187.9,45.5,76.0,26.4,5.3,93.3,132.4,5.51,22.23,9.32,212.1,Good,25.354166666666668,53.166666666666664,3.2062500000000003,115.66666666666667,0.0,10,6,298
Delhi,2015-10-26,217.4,362.6,148.6,5.0,70.9,45.7,3.27,7.9,123.2,16.59,5.88,4.39,48.5,Moderate,24.741666666666664,56.916666666666664,2.3554166666666667,97.54166666666667,1.7,10,0,299
Delhi,2015-10-27,179.0,423.5,36.9,93.8,206.8,47.7,0.72,55.8,0.5,8.05,23.55,6.77,112.5,Moderate,23.775000000000002,54.291666666666664,1.9108333333333334,301.5416666666667,0.0,10,1,300
Delhi,2015-10-28,157.1,598.5,86.7,111.1,176.3,39.9,6.16,73.0,22.7,6.66,8.01,8.1,225.2,Severe,20.554166666666667,70.41666666666667,2.0120833333333334,233.58333333333334,1.9,10,2,301
Delhi,2015-10-29,171.1,229.7,76.5,141.7,139.5,41.4,6.22,60.3,79.2,8.4,20.26,9.65,428.8,Satisfactory,20.908333333333335,64.29166666666667,1.6720833333333334,202.54166666666666,0.0,10,3,302
Delhi,2015-10-30,38.1,252.8,55.6,108.4,49.4,25.2,9.22,22.9,171.5,15.23,29.16,5.27,181.4,Moderate,21.295833333333334,70.45833333333333,1.3379166666666666,122.5,0.0,10,4,303
Delhi,2015-10-31,302.1,231.2,88.4,5.6,83.2,44.0,0.44,12.6,73.5,5.53,11.3,9.32,342.4,Moderate,22.229166666666668,64.91666666666667,1.5120833333333332,172.75,0.0,10,5,304
Delhi,2015-11-01,294.9,348.1,192.5,111.1,198.8,22.6,3.77,48.7,7.6,6.82,18.37,4.88,221.9,Moderate,23.429166666666664,64.125,0.9158333333333334,132.79166666666666,0.0,11,6,305
Delhi,2015-11-02,323.7,96.9,35.2,38.6,34.6,39.5,6.93,58.3,96.7,14.82,13.89,0.01,352.9,Satisfactory,23.53333333333333,63.875,1.2929166666666667,171.875,0.0,11,0,306
Delhi,2015-11-03,110.4,133.7,59.1,29.3,83.7,11.8,5.89,61.6,19.8,0.6,13.55,6.14,409.1,Good,23.212500000000002,65.20833333333333,1.7170833333333333,213.0,0.0,11,1,307
Delhi,2015-11-04,387.3,270.2,195.7,114.2,213.7,2.4,4.89,63.2,7.0,5.85,5.36,0.01,134.5,Good,23.195833333333336,64.54166666666667,1.1729166666666666,206.375,0.0,11,2,308
Delhi,2015-11-05,235.1,31.5,63.3,88.1,194.3,44.6,9.77,0.1,117.8,6.91,2.6,3.48,430.3,Severe,22.758333333333336,67.79166666666667,2.7441666666666666,115.125,2.1,11,3,309
Delhi,2015-11-06,275.5,596.0,93.6,115.5,204.6,6.7,9.69,91.6,39.0,5.6,25.74,2.61,337.0,Poor,22.849999999999998,69.20833333333333,1.4829166666666664,128.375,0.0,11,4,310
Delhi,2015-11-07,331.0,111.2,145.0,103.5,216.2,9.3,3.74,58.0,44.7,19.68,15.31,1.73,447.7,Moderate,22.27916666666667,72.83333333333333,1.0270833333333333,168.91666666666666,0.4,11,5,311
Delhi,2015-11-08,126.8,172.1,120.7,97.6,203.6,12.6,8.36,37.5,30.6,0.26,22.94,6.04,368.7,Poor,22.541666666666668,74.08333333333333,1.7579166666666666,66.16666666666667,0.4,11,6,312
Delhi,2015-11-09,24.2,546.8,168.0,12.8,91.6,8.6,0.86,88.4,60.7,11.27,12.07,2.79,199.9,Good,22.724999999999998,69.625,1.6504166666666666,35.5,0.0,11,0,313
Delhi,2015-11-10,348.1,96.7,27.5,69.9,44.3,20.9,9.62,79.7,138.8,16.46,22.14,9.66,174.9,Severe,22.433333333333334,66.0,1.8466666666666667,231.54166666666666,0.6,11,1,314
Delhi,2015-11-11,426.4,14.8,48.8,144.2,146.3,27.8,3.39,20.2,109.9,13.64,4.29,8.96,212.0,Very Poor,21.866666666666664,54.125,3.079166666666667,314.8333333333333,0.0,11,2,315
Delhi,2015-11-12,292.6,540.6,176.1,18.3,151.5,48.1,1.54,85.9,119.6,3.07,3.46,5.34,405.3,Satisfactory,21.833333333333332,52.583333333333336,3.015,303.4583333333333,0.0,11,3,316
Delhi,2015-11-13,328.3,295.0,168.2,143.0,206.2,44.6,1.92,79.9,67.6,8.63,4.13,7.38,303.9,Poor,22.383333333333336,59.041666666666664,2.5725000000000002,300.125,0.0,11,4,317
Delhi,2015-11-14,318.1,558.1,194.3,143.7,114.7,10.0,8.82,30.5,41.1,13.21,14.43,9.51,478.7,Poor,22.9875,58.208333333333336,2.5516666666666667,298.0833333333333,0.0,11,5,318
Delhi,2015-11-15,464.9,264.9,99.0,81.6,126.4,0.2,1.69,42.1,162.7,1.16,21.27,8.99,150.8,Satisfactory,22.795833333333334,56.541666666666664,1.7241666666666668,311.25,0.0,11,6,319
Delhi,2015-11-16,284.3,423.1,29.5,140.7,248.7,2.2,0.79,23.3,160.4,3.61,28.35,9.45,498.7,Poor,22.7,53.75,2.68375,324.5833333333333,0.7999999999999999,11,0,320
Delhi,2015-11-17,365.8,59.1,133.4,40.1,157.1,16.9,6.84,49.9,4.8,11.66,29.45,2.63,187.3,Severe,20.016666666666666,45.916666666666664,2.8775,306.9583333333333,0.0,11,1,321
Delhi,2015-11-18,409.8,182.2,70.6,23.8,8.2,5.5,0.35,40.8,124.8,0.8,20.86,5.26,176.2,Severe,18.666666666666668,48.541666666666664,2.38375,303.0,0.0,11,2,322
Delhi,2015-11-19,133.7,563.7,133.1,121.5,48.5,34.4,7.61,46.4,142.6,7.69,25.23,9.6,125.8,Very Poor,19.375,54.875,1.5608333333333333,308.6666666666667,0.0,11,3,323
Delhi,2015-11-20,75.8,350.8,123.0,23.6,223.5,36.6,0.39,46.0,116.4,12.95,29.24,2.93,158.1,Poor,19.191666666666666,62.083333333333336,1.5583333333333333,252.875,0.0,11,4,324
Delhi,2015-11-21,112.3,110.5,126.5,0.8,38.9,2.4,9.28,58.9,191.2,18.81,9.37,5.27,415.1,Very Poor,19.412499999999998,60.458333333333336,1.5737500000000002,306.8333333333333,0.0,11,5,325
Delhi,2015-11-22,123.3,53.2,11.8,90.3,122.9,24.3,5.16,81.7,94.6,9.47,27.42,0.51,108.5,Good,19.025000000000002,62.541666666666664,1.7000000000000002,300.2916666666667,0.0,11,6,326
Delhi,2015-11-23,133.7,532.2,89.4,43.1,143.7,25.7,5.9,52.1,118.6,2.58,24.52,1.9,418.2,Satisfactory,18.733333333333334,61.916666666666664,1.6191666666666666,254.41666666666666,0.0,11,0,327
Delhi,2015-11-24,341.0,282.3,43.4,18.2,151.2,26.3,9.08,86.4,134.7,10.5,0.22,8.28,104.9,Poor,19.075,56.791666666666664,2.4716666666666667,319.0416666666667,0.0,11,1,328
Delhi,2015-11-25,407.0,563.2,117.9,125.3,32.6,43.1,9.97,44.4,134.4,4.97,16.98,1.3,18.4,Poor,19.279166666666665,51.625,3.1975,302.4166666666667,0.0,11,2,329
Delhi,2015-11-26,42.1,596.7,76.9,8.9,42.2,4.5,1.2,62.8,83.5,1.8,29.93,8.43,476.4,Severe,19.541666666666668,51.333333333333336,1.70375,188.16666666666666,0.0,11,3,330
Delhi,2015-11-27,196.1,126.5,188.4,26.8,193.4,18.4,2.12,1.0,186.7,16.38,19.18,8.16,185.5,Very Poor,19.075,70.375,1.6695833333333334,109.04166666666667,0.2,11,4,331
Delhi,2015-11-28,195.1,220.4,7.0,142.1,87.0,40.4,4.54,13.4,123.7,19.65,23.24,2.7,91.2,Satisfactory,19.641666666666666,70.25,2.651666666666667,73.45833333333333,0.1,11,5,332
Delhi,2015-11-29,254.6,22.5,107.6,36.4,73.7,14.9,4.8,60.5,56.8,12.91,23.42,2.08,65.8,Very Poor,19.208333333333332,69.41666666666667,1.5958333333333332,176.20833333333334,0.0,11,6,333
Delhi,2015-11-30,196.6,305.7,139.8,103.5,52.9,44.9,3.21,94.6,111.9,19.63,7.31,3.45,110.6,Severe,20.595833333333335,72.91666666666667,1.4758333333333333,204.41666666666666,0.0,11,0,334
Delhi,2015-12-01,197.6,260.4,177.0,52.3,135.9,5.3,7.89,1.1,12.9,7.69,16.59,0.37,101.5,Severe,20.370833333333334,69.45833333333333,1.7183333333333335,203.33333333333334,0.0,12,1,335
Delhi,2015-12-02,370.9,3.5,49.5,11.6,228.4,8.6,5.93,44.5,122.4,14.24,22.13,6.32,450.6,Severe,19.404166666666665,63.708333333333336,2.0212499999999998,326.0,0.0,12,2,336
Delhi,2015-12-03,394.8,555.9,50.0,5.3,229.3,18.7,9.27,76.9,17.5,17.14,8.5,3.12,76.9,Very Poor,17.870833333333334,66.29166666666667,2.7570833333333336,303.7916666666667,0.0,12,3,337
Delhi,2015-12-04,438.5,13.9,115.5,96.9,37.1,17.7,4.55,24.2,121.0,10.62,10.28,2.44,323.9,Moderate,18.162499999999998,64.08333333333333,2.98,288.0,0.0,12,4,338
Delhi,2015-12-05,411.3,396.3,97.2,80.6,140.4,6.3,4.48,11.5,132.3,4.84,0.74,7.69,484.9,Moderate,17.7625,67.45833333333333,1.3462500000000002,236.33333333333334,0.0,12,5,339
Delhi,2015-12-06,241.4,22.2,102.0,112.9,74.6,4.3,7.13,13.8,62.7,12.05,17.03,7.49,476.2,Severe,18.170833333333334,68.125,1.3074999999999999,132.5,0.0,12,6,340
Delhi,2015-12-07,11.1,297.6,143.5,85.6,246.0,49.8,6.48,46.1,124.6,9.57,24.64,3.17,257.6,Satisfactory,18.162499999999998,71.79166666666667,1.5033333333333332,125.0,0.0,12,0,341
Delhi,2015-12-08,363.8,331.2,4.8,105.2,194.2,4.7,4.89,48.4,55.3,6.07,14.5,5.15,342.8,Satisfactory,18.4375,70.08333333333333,1.45625,207.16666666666666,0.0,12,1,342
Delhi,2015-12-09,404.3,22.6,178.8,89.9,27.5,33.4,4.57,12.4,175.1,9.55,6.18,8.97,118.7,Good,17.900000000000002,73.58333333333333,2.6599999999999997,117.375,0.0,12,2,343
Delhi,2015-12-10,50.3,539.3,192.8,91.1,18.5,0.8,6.58,47.6,40.2,14.18,6.87,0.82,267.2,Satisfactory,18.9375,73.70833333333333,2.4970833333333333,109.70833333333333,0.2,12,3,344
Delhi,2015-12-11,163.1,573.4,123.6,113.6,63.3,15.2,5.3,67.7,74.3,7.0,2.91,3.59,89.2,Satisfactory,17.504166666666666,66.04166666666667,1.9887499999999998,206.45833333333334,0.2,12,4,345
Delhi,2015-12-12,393.4,145.0,152.4,70.0,9.0,28.1,7.48,79.4,33.7,9.66,22.88,4.88,254.2,Good,14.558333333333332,66.79166666666667,2.6679166666666667,296.125,0.0,12,5,346
Delhi,2015-12-13,455.1,381.2,110.2,109.1,28.9,45.5,5.65,13.6,8.8,14.19,0.78,3.23,492.1,Severe,14.054166666666667,64.25,2.2758333333333334,290.2083333333333,0.0,12,6,347
Delhi,2015-12-14,264.9,15.5,136.3,130.5,167.4,8.3,5.13,69.7,146.8,1.95,20.54,5.92,314.9,Severe,13.533333333333333,54.708333333333336,2.9462499999999996,299.9166666666667,0.0,12,0,348
Delhi,2015-12-15,216.9,514.4,191.7,61.9,194.4,42.2,9.78,64.1,144.6,7.02,12.96,1.67,367.8,Poor,13.291666666666666,52.958333333333336,3.061666666666667,290.0416666666667,0.0,12,1,349
Delhi,2015-12-16,135.8,374.0,143.6,102.1,202.3,16.5,8.64,90.9,40.4,14.27,8.64,8.87,390.6,Poor,12.495833333333332,58.541666666666664,1.5620833333333335,218.33333333333334,0.0,12,2,350
Delhi,2015-12-17,246.6,0.7,60.7,30.4,109.9,47.3,7.54,81.0,185.1,6.19,9.96,0.7,207.4,Satisfactory,13.104166666666666,63.083333333333336,1.9974999999999998,127.79166666666667,0.0,12,3,351
Delhi,2015-12-18,444.0,205.9,41.4,34.0,68.7,40.6,2.57,6.7,178.6,2.48,17.01,0.15,305.2,Very Poor,13.075000000000001,62.375,2.703333333333333,303.4583333333333,0.0,12,4,352
Delhi,2015-12-19,374.7,316.5,184.6,32.0,219.7,31.4,1.11,1.9,157.1,5.68,18.6,5.56,169.2,Severe,13.320833333333333,61.208333333333336,2.4562500000000003,293.7916666666667,0.0,12,5,353
Delhi,2015-12-20,139.8,86.5,12.0,72.7,125.7,5.7,2.47,29.9,173.9,9.84,10.54,5.8,387.6,Good,12.970833333333333,62.541666666666664,1.7308333333333332,289.0,0.0,12,6,354
Delhi,2015-12-21,46.8,2.7,49.3,2.8,189.9,17.3,7.53,73.2,193.0,9.46,15.84,4.52,349.6,Good,12.883333333333333,63.916666666666664,1.4929166666666667,324.2916666666667,0.0,12,0,355
Delhi,2015-12-22,392.9,544.6,102.0,55.0,124.3,24.6,8.8,42.3,71.1,17.38,20.84,6.75,297.3,Good,13.429166666666667,66.70833333333333,1.20125,175.875,0.0,12,1,356
Delhi,2015-12-23,420.7,244.4,9.7,37.7,72.8,35.7,5.98,4.1,120.7,18.94,5.03,9.46,288.3,Very Poor,12.816666666666668,67.25,2.2808333333333333,304.4583333333333,0.0,12,2,357
Delhi,2015-12-24,114.4,84.9,10.7,22.8,17.2,14.9,1.47,46.0,145.7,2.42,13.81,1.42,144.5,Severe,12.616666666666667,59.291666666666664,3.342916666666667,305.5833333333333,0.0,12,3,358
Delhi,2015-12-25,398.4,38.6,153.1,125.4,20.3,43.5,7.75,95.8,89.9,15.59,17.24,2.63,360.8,Poor,11.754166666666668,54.291666666666664,2.9770833333333333,292.5833333333333,0.0,12,4,359
Delhi,2015-12-26,323.5,151.3,167.5,30.0,34.6,2.8,7.36,59.6,193.8,16.84,12.99,7.69,272.6,Satisfactory,13.391666666666666,50.25,3.359583333333333,291.9166666666667,0.0,12,5,360
Delhi,2015-12-27,99.7,303.4,99.1,115.7,88.5,1.6,7.64,65.7,61.0,4.53,24.72,6.11,423.2,Satisfactory,15.141666666666666,55.666666666666664,3.3558333333333334,295.2916666666667,0.0,12,6,361
Delhi,2015-12-28,242.9,254.4,154.2,43.4,4.6,4.0,9.9,3.6,75.7,5.1,27.79,8.82,329.5,Poor,16.866666666666667,54.0,3.8512500000000003,297.9166666666667,0.0,12,0,362
Delhi,2015-12-29,176.2,378.8,26.8,102.2,219.6,20.9,7.29,22.8,195.1,1.21,7.29,2.11,246.4,Poor,16.675,54.666666666666664,3.8249999999999997,293.1666666666667,0.0,12,1,363
Delhi,2015-12-30,356.6,403.6,184.0,14.5,91.6,42.6,0.64,78.2,92.6,16.21,27.38,5.17,40.0,Severe,15.858333333333334,62.333333333333336,2.19625,308.125,0.0,12,2,364
Delhi,2015-12-31,199.2,353.6,118.1,87.2,114.5,33.9,4.65,99.5,158.7,18.91,28.68,4.52,448.2,Good,14.9375,67.58333333333333,2.0416666666666665,323.1666666666667,0.0,12,3,365
Delhi,2016-01-01,195.4,42.3,157.9,73.6,80.9,6.1,4.02,97.2,94.1,11.91,5.46,1.08,380.6,Very Poor,14.65,69.58333333333333,1.7979166666666666,300.3333333333333,0.0,1,4,1
Delhi,2016-01-02,294.0,360.0,137.4,92.8,189.7,45.1,9.02,31.7,167.7,1.38,24.28,9.94,245.5,Very Poor,14.1625,66.20833333333333,2.2216666666666667,263.4166666666667,0.0,1,5,2
Delhi,2016-01-03,420.7,169.1,0.8,54.1,40.4,46.9,7.29,62.8,118.6,3.21,9.56,4.58,320.0,Poor,14.5875,63.791666666666664,2.844583333333333,291.75,0.0,1,6,3
Delhi,2016-01-04,2.8,582.8,59.9,23.6,170.4,5.8,6.05,69.3,16.4,16.26,12.92,0.17,376.5,Very Poor,15.75,66.95833333333333,1.4470833333333333,186.0,0.0,1,0,4
Delhi,2016-01-05,53.1,286.2,106.3,72.2,226.3,29.1,6.37,77.1,167.6,10.67,8.32,4.28,53.6,Good,17.879166666666666,69.04166666666667,1.2762499999999999,91.5,0.0,1,1,5
Delhi,2016-01-06,303.7,367.8,182.6,26.2,227.1,7.8,5.12,0.7,11.6,5.09,29.75,6.86,55.6,Satisfactory,17.900000000000002,74.66666666666667,2.0883333333333334,74.08333333333333,0.0,1,2,6
Delhi,2016-01-07,184.9,26.4,47.0,77.8,136.5,31.7,0.19,7.1,93.8,10.01,2.14,4.13,153.5,Very Poor,17.5625,75.70833333333333,1.4954166666666666,154.33333333333334,0.0,1,3,7
Delhi,2016-01-08,49.0,504.4,78.5,96.8,52.5,26.2,1.65,98.9,80.2,0.51,18.75,5.81,471.3,Satisfactory,16.866666666666667,74.79166666666667,2.5683333333333334,302.875,0.0,1,4,8
Delhi,2016-01-09,455.4,162.7,196.2,71.0,88.0,15.3,6.21,13.3,106.7,9.37,18.17,9.77,359.7,Severe,15.454166666666666,64.04166666666667,3.754583333333333,290.3333333333333,0.0,1,5,9
Delhi,2016-01-10,64.1,548.9,92.0,0.9,246.6,16.3,3.24,18.0,64.5,0.41,11.08,9.34,335.4,Very Poor,15.304166666666667,68.79166666666667,2.2379166666666666,272.875,0.0,1,6,10
Delhi,2016-01-11,13.9,353.0,48.7,109.1,232.5,48.9,7.23,97.3,49.6,5.84,18.74,5.68,80.4,Satisfactory,16.020833333333332,72.125,1.6425,158.375,0.0,1,0,11
Delhi,2016-01-12,135.4,183.8,76.1,43.0,241.0,9.4,2.17,33.9,75.0,8.3,3.02,5.9,220.1,Good,16.295833333333334,71.5,2.5825,119.33333333333333,0.0,1,1,12
Delhi,2016-01-13,67.3,417.2,9.5,75.8,198.2,24.1,7.86,24.5,95.0,2.07,21.38,3.68,472.0,Satisfactory,15.870833333333332,75.875,1.6983333333333333,150.125,0.0,1,2,13
Delhi,2016-01-14,244.0,409.8,79.7,31.1,129.4,13.7,0.25,28.7,161.7,8.16,28.37,9.77,423.5,Satisfactory,14.125,78.08333333333333,1.4970833333333333,295.9583333333333,0.0,1,3,14
Delhi,2016-01-15,195.0,278.0,187.8,45.3,243.0,22.4,3.1,5.6,89.9,10.92,26.95,8.03,119.1,Moderate,12.975,75.20833333333333,2.44,310.0416666666667,0.0,1,4,15
Delhi,2016-01-16,125.9,297.1,10.4,76.5,76.2,7.5,1.88,17.6,81.3,14.19,6.21,5.31,174.6,Satisfactory,12.891666666666666,75.29166666666667,2.984583333333333,288.4583333333333,0.0,1,5,16
Delhi,2016-01-17,157.9,217.6,175.7,42.2,141.3,4.5,4.28,49.5,171.0,8.16,8.83,5.76,95.7,Severe,12.558333333333332,77.41666666666667,1.19,180.0,0.0,1,6,17
Delhi,2016-01-18,28.8,265.2,116.7,140.2,74.4,29.9,5.33,34.7,29.9,17.97,20.55,9.45,406.8,Poor,12.454166666666666,77.875,1.4191666666666667,255.70833333333334,0.0,1,0,18
Delhi,2016-01-19,92.4,339.1,95.7,147.3,82.2,27.5,3.06,94.2,82.8,19.33,20.42,3.4,421.7,Severe,12.3125,75.83333333333333,1.7158333333333333,329.125,0.0,1,1,19
Delhi,2016-01-20,368.1,87.2,164.0,122.0,167.1,40.1,1.94,83.3,102.8,2.36,5.38,6.42,292.4,Good,11.9375,73.54166666666667,2.032083333333333,313.7916666666667,0.0,1,2,20
Delhi,2016-01-21,247.4,203.7,35.3,6.3,180.9,46.3,2.88,28.9,122.1,14.69,21.27,2.88,212.5,Poor,11.316666666666668,75.04166666666667,2.4879166666666666,303.25,0.0,1,3,21
Delhi,2016-01-22,200.5,33.8,57.6,135.5,202.7,10.4,0.46,20.9,135.7,2.55,9.55,3.86,134.5,Very Poor,11.233333333333334,76.75,1.9770833333333335,257.4166666666667,0.0,1,4,22
Delhi,2016-01-23,401.0,212.8,22.9,95.3,52.3,26.5,6.82,49.3,115.1,16.95,15.88,0.9,162.2,Satisfactory,12.025,77.0,1.67875,204.95833333333334,0.0,1,5,23
Delhi,2016-01-24,216.5,471.4,22.4,75.4,99.1,3.7,8.67,53.3,105.5,9.87,12.61,0.94,354.1,Poor,11.733333333333334,78.54166666666667,1.8412499999999998,336.9166666666667,0.0,1,6,24
Delhi,2016-01-25,224.8,501.0,144.2,117.2,230.3,47.9,8.05,2.6,105.9,7.8,7.3,5.32,16.2,Satisfactory,10.2125,80.625,1.8970833333333335,283.9166666666667,0.0,1,0,25
Delhi,2016-01-26,435.9,76.4,177.4,129.4,152.0,3.6,0.76,48.3,61.9,8.46,19.87,3.41,460.2,Satisfactory,12.5875,75.29166666666667,1.0520833333333333,147.25,0.0,1,1,26
Delhi,2016-01-27,33.7,226.0,196.4,77.8,172.4,40.7,2.42,58.9,105.1,4.47,0.92,1.63,255.5,Good,15.241666666666667,73.95833333333333,1.4804166666666667,196.83333333333334,0.0,1,2,27
Delhi,2016-01-28,203.7,8.0,151.4,11.7,44.3,17.1,1.62,42.9,196.6,17.14,26.24,6.85,125.0,Very Poor,15.433333333333332,71.79166666666667,2.356666666666667,304.4166666666667,0.0,1,3,28
Delhi,2016-01-29,128.1,153.9,162.1,80.2,69.4,11.2,9.46,18.0,102.0,2.08,13.57,4.67,222.3,Poor,16.833333333333332,71.91666666666667,1.6241666666666665,211.08333333333334,0.30000000000000004,1,4,29
Delhi,2016-01-30,143.5,381.1,110.4,117.7,200.8,9.0,8.47,75.3,133.4,16.93,28.52,7.53,253.3,Satisfactory,19.125,72.29166666666667,1.5733333333333333,193.66666666666666,0.1,1,5,30
